1 - min(mdcv$evaluation_log$val_merror),booster,max_depth,eta,subsample,colsample_bytree,min_child_weight
0.852,xgbtree,3,0.09184825062053277,0.7385061765788122,0.681129039824009,6
0.852,xgbtree,6,0.24024766501272096,0.8519162111915648,0.8940861878916622,1
0.852,xgbtree,7,0.21257874169852584,0.8611542824655771,0.6907836780883372,2
0.852,xgbtree,9,0.11227446810808031,0.815194758400321,0.6393336739391088,2
0.852,xgbtree,7,0.18916705154348165,0.8027556063840166,0.8981195187196136,2
0.852,xgbtree,10,0.10285106451250611,0.8530233084689826,0.6549113045446574,4
0.852,xgbtree,10,0.12562358676223084,0.7310057364171371,0.6915990608744323,4
0.852,xgbtree,7,0.22216116407187655,0.7919485883321613,0.6991776056587696,5
0.852,xgbtree,3,0.1567740023857914,0.8718730642227456,0.7444924788549543,3
0.852,xgbtree,4,0.23180551255121826,0.8656145543791354,0.8142251164652408,3
0.852,xgbtree,6,0.20497297910274936,0.7883727469015867,0.950329058803618,3
0.848,xgbtree,4,0.16262254828820005,0.9798275236971676,0.7376322884112596,5
0.848,xgbtree,3,0.12038278528722002,0.9347061724867671,0.6439728503115475,3
0.848,xgbtree,4,0.14081370938569307,0.7958302004728466,0.9241282338276505,5
0.848,xgbtree,7,0.12612176281865686,0.8025505403289571,0.8709379161708057,2
0.848,xgbtree,9,0.28197804247727615,0.9244632936082781,0.6577624502591789,1
0.848,xgbtree,4,0.19940719716949387,0.8751057980349287,0.9064423426054418,1
0.848,xgbtree,5,0.20353536908281966,0.7992902185302228,0.6697464363649487,4
0.848,xgbtree,3,0.11304746619192882,0.9883750386768952,0.6139520925469696,3
0.848,xgbtree,7,0.042153100790455936,0.7466881065396591,0.9665338582359254,2
0.848,xgbtree,9,0.1221386097674258,0.9310509203467519,0.6047086891718209,2
0.848,xgbtree,5,0.2142372539965436,0.9237767751561478,0.6099878915585577,2
0.848,xgbtree,10,0.16250454844906925,0.9713736408622935,0.6204671837389469,1
0.848,xgbtree,6,0.27747946036513893,0.8727920029312373,0.9761744837276638,4
0.848,xgbtree,4,0.2023774923570454,0.9944726553047076,0.6715401632711291,3
0.848,xgbtree,7,0.10571209186455234,0.8760897022904828,0.6448676008731127,3
0.848,xgbtree,4,0.08258356628008186,0.7974925211630761,0.6821160051971674,5
0.848,xgbtree,4,0.0725885490886867,0.9261321349302307,0.6581676269881427,4
0.848,xgbtree,6,0.16151055065449327,0.760550388507545,0.6908616462722421,10
0.848,xgbtree,10,0.03937739006243646,0.9925472891889513,0.6313224616460502,9
0.848,xgbtree,10,0.06932332746218889,0.8254706450039521,0.7141152581200003,3
0.848,xgbtree,4,0.25971877268515525,0.722514114761725,0.9646844896487892,1
0.848,xgbtree,4,0.08779480420751497,0.9987276699161157,0.7029286372475326,6
0.848,xgbtree,10,0.15882660817122088,0.8831401346251369,0.8246368517167866,2
0.848,xgbtree,3,0.18110423986334354,0.7296406239736825,0.9372015880420804,0
0.848,xgbtree,10,0.20616347050992773,0.8176873381016776,0.9031271621584892,2
0.848,xgbtree,4,0.2704868027474731,0.937746404367499,0.6095053324475884,5
0.848,xgbtree,4,0.28793569058645513,0.7077571228146553,0.9090467479079962,1
0.848,xgbtree,9,0.17419807380065322,0.8809408535016701,0.682179488055408,2
0.848,xgbtree,8,0.2583173248940147,0.9491318475687877,0.6828892602585256,7
0.848,xgbtree,3,0.20174013306619598,0.9681289748521522,0.671686806436628,3
0.848,xgbtree,4,0.07459489955566823,0.9184431110275909,0.6548201347701251,3
0.848,xgbtree,3,0.022149136781226843,0.7240356716560199,0.6109604243189096,10
0.848,xgbtree,3,0.2597463261359371,0.9439631084911525,0.7118905385956168,2
0.848,xgbtree,7,0.14668615909991786,0.9885158786782995,0.6620716561563312,2
0.848,xgbtree,3,0.1182775442698039,0.8150247431593015,0.683079952467233,7
0.848,xgbtree,6,0.13601964824367316,0.7883687047986313,0.6797177162021398,4
0.848,xgbtree,4,0.2487483219592832,0.7256889715325087,0.7507881722413003,2
0.848,xgbtree,3,0.16669531458755954,0.7954399097245186,0.8060153876431286,5
0.848,xgbtree,4,0.21367037145420908,0.7728916486958042,0.7169664873741567,1
0.848,xgbtree,3,0.11916834206087513,0.7643405948067084,0.6144269960932434,0
0.848,xgbtree,7,0.29181401266716417,0.9034256508806721,0.6294181986711919,5
0.848,xgbtree,5,0.06671556906541809,0.7592551935696974,0.6743803150951863,8
0.848,xgbtree,6,0.1799128905357793,0.8096320799319073,0.9347331779077649,4
0.848,xgbtree,10,0.09084292727755382,0.9279715789249167,0.6849838184192777,4
0.848,xgbtree,9,0.0665388565743342,0.7804195329546928,0.8871808513998984,0
0.848,xgbtree,3,0.19087043120060115,0.9156849324237555,0.6467970504425465,2
0.848,xgbtree,4,0.047833733996376394,0.7123305870918557,0.8627958847209811,2
0.848,xgbtree,3,0.1946231998805888,0.708519286615774,0.9636134200729429,6
0.848,xgbtree,9,0.14624027533689513,0.9583265146240592,0.7107007489539683,2
0.848,xgbtree,4,0.28697266840375957,0.9515800288878381,0.6383161222562194,0
0.848,xgbtree,4,0.19874173818388954,0.7381222016643733,0.7631607328541576,1
0.848,xgbtree,3,0.04198326050769537,0.8577071413863451,0.723312952183187,6
0.848,xgbtree,10,0.2063961316854693,0.8761588853318244,0.9773872962221504,2
0.848,xgbtree,7,0.2492381954449229,0.8995165221393109,0.6276587327942252,5
0.848,xgbtree,4,0.22625471600098535,0.7160022079013287,0.6263883375562728,9
0.848,xgbtree,9,0.10376235448755322,0.7036214996129274,0.9795278578065336,1
0.848,xgbtree,8,0.12697544518858195,0.8945218512322753,0.6435445432551204,2
0.848,xgbtree,5,0.04193061244674027,0.9390957192983478,0.7039670402184128,7
0.848,xgbtree,9,0.014655381005723028,0.7293454581871628,0.888627048395574,0
0.848,xgbtree,5,0.1401205171411857,0.9226216988172382,0.7228553097695112,3
0.848,xgbtree,8,0.287530859792605,0.9800787579733878,0.9722954536788165,4
0.848,xgbtree,4,0.10870541748125105,0.7173681434476747,0.7593969671986998,6
0.844,xgbtree,9,0.18656299943570048,0.8059313324978574,0.7611032887361944,1
0.844,xgbtree,6,0.17824173731496556,0.9521871478762478,0.7270618319511414,4
0.844,xgbtree,6,0.05500124647049233,0.8736780619481579,0.8478734336793423,2
0.844,xgbtree,9,0.024539903034456072,0.7130190300289541,0.8921144801191985,2
0.844,xgbtree,6,0.27672229815740135,0.827655349089764,0.8329826495610178,2
0.844,xgbtree,5,0.22892313360935077,0.7075608364539221,0.6124134943820536,0
0.844,xgbtree,9,0.2835146998311393,0.8520958455745131,0.7805999543517828,2
0.844,xgbtree,3,0.12796353220473974,0.7006609322037547,0.9732946776784956,5
0.844,xgbtree,6,0.18106410632608458,0.775458218040876,0.9039580665528775,3
0.844,xgbtree,5,0.08640152826672419,0.9564642805838957,0.6088663251139224,3
0.844,xgbtree,8,0.23069216382456942,0.8456728385761381,0.700359570607543,2
0.844,xgbtree,6,0.21882416618987918,0.9687878312077374,0.7072557393461466,2
0.844,xgbtree,3,0.059985161221120506,0.7013083615805953,0.6624215808697045,7
0.844,xgbtree,9,0.04210131773957983,0.8435659592039884,0.6133941176347434,3
0.844,xgbtree,5,0.1984093293477781,0.8109756887424737,0.7145260202698409,4
0.844,xgbtree,3,0.14368582819122822,0.9568000706611202,0.7562732076272368,5
0.844,xgbtree,8,0.19927738016238436,0.7360466676065698,0.6540635275654495,8
0.844,xgbtree,7,0.08378862977493554,0.8178852543234825,0.814528358541429,5
0.844,xgbtree,6,0.09202359466580673,0.9379752296255901,0.6582178814336658,7
0.844,xgbtree,3,0.25124801992904394,0.7668227436486631,0.8812222023494541,0
0.844,xgbtree,9,0.1699676628410816,0.7739620310720056,0.8432065743021667,4
0.844,xgbtree,3,0.22469776274636388,0.8178931273752823,0.6604682137258351,3
0.844,xgbtree,3,0.2083817770075984,0.8415591283934191,0.9300663117319345,0
0.844,xgbtree,3,0.2019184940122068,0.9443713664775715,0.688029351271689,1
0.844,xgbtree,10,0.0470461038663052,0.7152062847977504,0.9317036973312497,0
0.844,xgbtree,4,0.17960658068303018,0.8931741050444544,0.8501604484394192,2
0.844,xgbtree,3,0.19383519602240995,0.8845130728324875,0.7615193665027619,2
0.844,xgbtree,4,0.22763032570946962,0.8783139986451716,0.7910141448490322,3
0.844,xgbtree,4,0.1391303838370368,0.7966361657250672,0.71151656601578,10
0.844,xgbtree,8,0.05075345914578065,0.7622200956102461,0.9860070526599884,3
0.844,xgbtree,4,0.03264276101486757,0.7682342383312061,0.6627196561545133,4
0.844,xgbtree,8,0.23912595564732328,0.9173832289408892,0.6344058732502162,3
0.844,xgbtree,7,0.2515086104441434,0.9165578660788014,0.6305166346020996,3
0.844,xgbtree,7,0.0961823738645762,0.834636311023496,0.8812909968197346,0
0.844,xgbtree,9,0.1714660810236819,0.9348530378891156,0.6675894043408334,3
0.844,xgbtree,10,0.1525675813946873,0.7922971970634535,0.7076787020079791,4
0.844,xgbtree,5,0.12346423099515959,0.7080763271311298,0.9093256024643779,3
0.844,xgbtree,7,0.07462115579517557,0.8490132533013821,0.6233569796197116,4
0.844,xgbtree,3,0.13000139439944178,0.7725722701055928,0.8583294772543013,3
0.844,xgbtree,5,0.2948856350313872,0.8621693841647357,0.7942672421224415,3
0.844,xgbtree,10,0.28469133433187377,0.8728851137217134,0.9799966616556048,0
0.844,xgbtree,5,0.18191118724644184,0.9159581326646731,0.6402564760297537,3
0.844,xgbtree,9,0.09829069126863031,0.7779135517776012,0.9107879384420812,3
0.844,xgbtree,6,0.2743214550870471,0.8543190228752792,0.6871746140532196,3
0.844,xgbtree,6,0.2700877521466464,0.7629337429301812,0.7022922263480723,8
0.844,xgbtree,6,0.1630515925446525,0.8967247867258266,0.8745169498026371,2
0.844,xgbtree,3,0.23576819441746918,0.9575079198693857,0.7236107272095978,3
0.844,xgbtree,10,0.12723932012217118,0.8710654479451477,0.718219462223351,5
0.844,xgbtree,7,0.19791214456548914,0.7781361056258902,0.6107889752835035,2
0.844,xgbtree,4,0.2134411899675615,0.8696260811993852,0.9616071018390357,3
0.844,xgbtree,8,0.1503320194617845,0.8203244463307783,0.9741069219075144,5
0.844,xgbtree,7,0.07319703482789917,0.802945930766873,0.8505734137259424,5
0.844,xgbtree,10,0.15528640550561248,0.8344802797306329,0.6651541113853454,9
0.844,xgbtree,8,0.0978367988532409,0.9537641637027263,0.6147266967222095,7
0.844,xgbtree,5,0.04004852539394051,0.838264235574752,0.7064174063503742,2
0.844,xgbtree,6,0.12974202837562188,0.7967340414179489,0.6766244942322374,3
0.844,xgbtree,4,0.23258186588296667,0.9197954420465976,0.6708274211734533,10
0.844,xgbtree,3,0.172538983321283,0.7708196363644674,0.7678709115833044,6
0.844,xgbtree,10,0.2745669380063191,0.8181280444609,0.6731938470155,0
0.844,xgbtree,9,0.29756868347059934,0.9216051558498293,0.875890333764255,5
0.844,xgbtree,9,0.21740669690771028,0.7942400636151432,0.851705785561353,6
0.844,xgbtree,5,0.24200576764764264,0.8934185878373683,0.9659695629961789,1
0.844,xgbtree,4,0.1474730313080363,0.9214301173342392,0.6365606222301722,4
0.844,xgbtree,10,0.1930379580752924,0.8899573560804128,0.8654244155623019,4
0.844,xgbtree,4,0.1585829161084257,0.7783078485867008,0.8348807511851192,2
0.844,xgbtree,3,0.22433988955570383,0.8845342250540853,0.7096381274051964,0
0.844,xgbtree,3,0.119057009301614,0.7127972403308376,0.8624308986589313,1
0.844,xgbtree,6,0.28857632403261957,0.8099756898358463,0.9555707012303174,1
0.844,xgbtree,9,0.10898060803767293,0.8494067184161395,0.6388186136260628,0
0.844,xgbtree,8,0.17111747163115068,0.7817875607637688,0.7296185194514692,5
0.844,xgbtree,8,0.03933160705259069,0.9912265138002112,0.7396622338332236,9
0.844,xgbtree,7,0.09402292539132757,0.8869155474938453,0.6108537975698709,2
0.844,xgbtree,7,0.10884437938220798,0.944270283379592,0.6528650774620474,7
0.844,xgbtree,3,0.22217549673048778,0.9208229970885441,0.8155459204688669,4
0.844,xgbtree,7,0.1519999958924018,0.9018108602613211,0.694871605746448,4
0.844,xgbtree,7,0.2418997064465657,0.9922076100483537,0.7382591343484819,5
0.844,xgbtree,7,0.08718279799679293,0.8680117607349529,0.675137173756957,4
0.844,xgbtree,5,0.12300705274334175,0.7501627878984436,0.7534315262921154,2
0.844,xgbtree,4,0.112212305678986,0.7001663052709772,0.9125473449006677,3
0.844,xgbtree,4,0.13530602870276198,0.9738705188035965,0.7247159565798938,2
0.844,xgbtree,3,0.04486659730086103,0.8207280969247222,0.6613950286991894,6
0.844,xgbtree,9,0.22668449549237266,0.7915309259202331,0.9912116517312825,7
0.844,xgbtree,8,0.28832670201547445,0.8996104982215911,0.7027193568646908,2
0.844,xgbtree,6,0.10047189618693664,0.7938948947470634,0.6000141819007695,3
0.844,xgbtree,3,0.17563108794391155,0.9155005509499461,0.7479926047846674,7
0.844,xgbtree,3,0.23411503368988631,0.801221139752306,0.8046850601211191,5
0.844,xgbtree,3,0.154400707364548,0.814530777838081,0.8368611705489457,0
0.844,xgbtree,3,0.26032418507616967,0.9525967059656977,0.6729731500148773,5
0.844,xgbtree,8,0.13689627346815542,0.7515818733721971,0.6069331078790128,5
0.844,xgbtree,3,0.14117757849860937,0.7959110353374853,0.9189798914827406,6
0.844,xgbtree,3,0.014893548644613473,0.7294409252703189,0.6418107081204653,5
0.844,xgbtree,4,0.2861418719682842,0.9750334363430738,0.6621090375818312,2
0.844,xgbtree,9,0.0557933165715076,0.8719607828650624,0.7234400139190257,2
0.844,xgbtree,9,0.11860936405370011,0.9538258546497673,0.6606723048724233,1
0.844,xgbtree,8,0.20056046410929412,0.795406208676286,0.7722950612194837,3
0.844,xgbtree,5,0.19303120780969038,0.7290768481558189,0.8712085342034697,2
0.844,xgbtree,4,0.08299002263927831,0.972370055038482,0.6837920499965549,7
0.844,xgbtree,4,0.11708626637933775,0.8552289596293121,0.6847987826913595,3
0.844,xgbtree,9,0.17121654293499886,0.786953040678054,0.955187622923404,0
0.844,xgbtree,3,0.19916680654045193,0.9562855219002813,0.7340509416535497,6
0.844,xgbtree,10,0.09154048218159004,0.7660300428280606,0.6937888891436159,1
0.844,xgbtree,4,0.22660105358576402,0.7488977398024872,0.6682696676813066,6
0.844,xgbtree,5,0.14911368460161611,0.8103760330704972,0.7907932284288108,2
0.844,xgbtree,7,0.16906067745760084,0.7675746558234096,0.6559868472628295,2
0.844,xgbtree,3,0.11617712127277627,0.7303948386572301,0.8286970091983676,2
0.844,xgbtree,3,0.21287428399547934,0.7783478952944278,0.940839386638254,10
0.844,xgbtree,4,0.24047766822855918,0.7019751884276046,0.872727860789746,0
0.844,xgbtree,4,0.16150153796654196,0.7383298866450786,0.7923824553377926,6
0.844,xgbtree,9,0.1325548013858497,0.9468700688797981,0.7129768216051161,1
0.844,xgbtree,7,0.1293632266134955,0.9532390510197728,0.6969323054887354,1
0.844,xgbtree,3,0.20761278379010037,0.7116487831110134,0.7186221860349178,5
0.844,xgbtree,3,0.23864870654186232,0.7618918186519295,0.6639260754920542,0
0.84,xgbtree,5,0.12305401446530594,0.9267353080678731,0.7361916167661547,7
0.84,xgbtree,3,0.1882939033745788,0.7510960788698866,0.8147167013958097,5
0.84,xgbtree,5,0.08797917971154674,0.7672140166861936,0.6571164638735354,9
0.84,xgbtree,4,0.2593213073397055,0.8818519587628544,0.8074067302048207,2
0.84,xgbtree,8,0.21361196352401748,0.7465846865670756,0.6200796539895236,0
0.84,xgbtree,5,0.27853573598200454,0.7834707103436812,0.6185049687512219,0
0.84,xgbtree,5,0.04995810118271038,0.8255532631184905,0.8444528971798718,2
0.84,xgbtree,6,0.1663460853532888,0.8598825704772025,0.8675513133406638,7
0.84,xgbtree,10,0.12084144042339175,0.7335423401091248,0.9797799615189433,7
0.84,xgbtree,9,0.15347333128098398,0.9962340555386617,0.691611688490957,6
0.84,xgbtree,9,0.1340251586982049,0.7085321941878646,0.8869932583533227,0
0.84,xgbtree,5,0.26768702041823417,0.9814872047165408,0.7374303221702576,2
0.84,xgbtree,4,0.15558961243601516,0.7134506879840046,0.7438292749226093,7
0.84,xgbtree,3,0.0644796761451289,0.8667910839896649,0.6790399591438472,2
0.84,xgbtree,9,0.02201744296355173,0.7057384540326893,0.9114129464142025,0
0.84,xgbtree,3,0.08856838506413622,0.8763432327192276,0.9238243608735501,7
0.84,xgbtree,4,0.17649469055002556,0.9619536250131204,0.6703916231170296,4
0.84,xgbtree,5,0.1957360420655459,0.9164821909740567,0.8295885625295341,5
0.84,xgbtree,3,0.28906220264500004,0.9118245717603713,0.9087632844224572,3
0.84,xgbtree,10,0.1282942234445363,0.9252157713519409,0.7108490183018148,2
0.84,xgbtree,4,0.1338764292257838,0.793058550893329,0.6301513349637389,2
0.84,xgbtree,8,0.043957534299697724,0.8160549737745896,0.9513632645830512,0
0.84,xgbtree,9,0.20573792714392766,0.7879804722964763,0.9414019340649247,2
0.84,xgbtree,9,0.1706919678999111,0.9532083863858134,0.7345902750268578,3
0.84,xgbtree,7,0.025298396619036795,0.8235590676777065,0.8455124447122216,0
0.84,xgbtree,10,0.21169423732673748,0.8492801266722381,0.9993000688031316,6
0.84,xgbtree,7,0.1974970078561455,0.8484340275404975,0.9896307797171175,0
0.84,xgbtree,4,0.16807900708634407,0.7754769384628162,0.8241011534817517,0
0.84,xgbtree,6,0.2011363615002483,0.943753718980588,0.6917319029569626,4
0.84,xgbtree,9,0.18795026790816335,0.9499006729573012,0.7310468954965472,4
0.84,xgbtree,8,0.039857056010514494,0.7965248255524784,0.8772839038632809,2
0.84,xgbtree,6,0.1400913230678998,0.8735824594274163,0.6782741818577052,3
0.84,xgbtree,5,0.272641212339513,0.8181609938619658,0.7277355148456991,4
0.84,xgbtree,4,0.1708518678927794,0.8127754325512796,0.6750019228085875,5
0.84,xgbtree,4,0.1641205506096594,0.9628738835221157,0.6708589277230202,4
0.84,xgbtree,9,0.19919428166700526,0.8352354455506429,0.602986456733197,1
0.84,xgbtree,9,0.2758644667640328,0.9685513228876517,0.6775535042397678,5
0.84,xgbtree,3,0.10153682426782323,0.9889198860619217,0.6456666002981365,9
0.84,xgbtree,7,0.11436556545784696,0.8394854224985465,0.7489373681135476,1
0.84,xgbtree,7,0.21619073101785033,0.7419265279080718,0.680374167021364,10
0.84,xgbtree,3,0.14419434108771384,0.7182161445030942,0.9201816677115857,7
0.84,xgbtree,4,0.26774278801167384,0.8386195917380974,0.9287231386639178,2
0.84,xgbtree,10,0.04647540132980794,0.7421704421984031,0.6351281280629336,8
0.84,xgbtree,3,0.1932964570634067,0.7907649224391207,0.7430993027985096,8
0.84,xgbtree,3,0.06259928022045641,0.9253066353034228,0.6199864122085273,8
0.84,xgbtree,6,0.14441761922324076,0.8234311311971396,0.7074064223095775,2
0.84,xgbtree,9,0.21177460021339356,0.7844161299290136,0.6639246648177505,4
0.84,xgbtree,5,0.055198167962953446,0.8761385048739612,0.6046630105935037,6
0.84,xgbtree,6,0.16006643479457125,0.7565948029980063,0.7077045798301697,0
0.84,xgbtree,3,0.06368137184064834,0.853168470528908,0.7199049558490515,2
0.84,xgbtree,10,0.11297376241767777,0.9560723587172106,0.6565948428586125,9
0.84,xgbtree,7,0.18082016254542396,0.9100299580255523,0.6183038095943629,3
0.84,xgbtree,4,0.028877861532382663,0.7975674570538103,0.9511181136593223,3
0.84,xgbtree,6,0.08985523910727351,0.8469089691760019,0.8402109510265291,6
0.84,xgbtree,5,0.05018924043746665,0.8656236070441081,0.6680957126431167,0
0.84,xgbtree,7,0.18218961786013096,0.8461798789678141,0.6430410642176866,1
0.84,xgbtree,5,0.07588543247431516,0.9749210661044344,0.8751835043542087,2
0.84,xgbtree,9,0.294879013528116,0.8691831935895606,0.8919151070527732,4
0.84,xgbtree,5,0.29698528511682526,0.9331919779768214,0.7284802782349289,1
0.84,xgbtree,6,0.05296956250444054,0.8508456676732749,0.6840738283470273,9
0.84,xgbtree,7,0.27666319996118544,0.715358199737966,0.7226706062443554,5
0.84,xgbtree,6,0.17736357572022826,0.7616286217235029,0.711091494280845,7
0.84,xgbtree,7,0.05352089329855517,0.7284108391031623,0.8058301514014602,10
0.84,xgbtree,3,0.04530171647900715,0.7672732506180182,0.8872432622127235,3
0.84,xgbtree,7,0.061167139729950575,0.8456714818952604,0.87856483515352,0
0.84,xgbtree,8,0.04936143841827288,0.7056534954812377,0.8985265847295523,5
0.84,xgbtree,3,0.28253317658789456,0.8141115860082209,0.9339819100685418,1
0.84,xgbtree,7,0.17356743796961382,0.7740163841517642,0.9198751331306994,2
0.84,xgbtree,9,0.28785957050975414,0.7819726324873044,0.6684247427619994,1
0.84,xgbtree,4,0.15796573219355195,0.7920546981273219,0.6804161003790796,7
0.84,xgbtree,7,0.07997341318754478,0.8860711105633527,0.9198465351015329,1
0.84,xgbtree,3,0.18253480448387563,0.7582196217263117,0.7060133914463222,1
0.84,xgbtree,3,0.17249844850739465,0.741249900101684,0.778907258529216,5
0.84,xgbtree,3,0.18600049238186328,0.9740048159612342,0.6347860609181225,3
0.84,xgbtree,6,0.1664867905760184,0.9642061609774828,0.6375450472347438,5
0.84,xgbtree,4,0.04885420105885714,0.7311182151315734,0.7443267312832177,0
0.84,xgbtree,7,0.0965704890526831,0.7023829446872696,0.8610216250643135,3
0.84,xgbtree,3,0.16763378367759288,0.8791696160566062,0.9627341719344258,7
0.84,xgbtree,8,0.12805433496832846,0.7865889204666018,0.6565032353624701,3
0.84,xgbtree,7,0.022822747563477606,0.7339758962858468,0.9052465892396867,3
0.84,xgbtree,4,0.05781538556329906,0.7058576089330018,0.6643372556194663,3
0.84,xgbtree,5,0.2653188968217,0.877819582936354,0.9486546679399908,1
0.84,xgbtree,7,0.17086612222716213,0.8761304981308058,0.9824052463285625,3
0.84,xgbtree,8,0.2633300431095995,0.8541405243100598,0.6202637751586735,3
0.84,xgbtree,3,0.26360531644662843,0.8071571408538147,0.8245906858704984,3
0.84,xgbtree,7,0.24201782363699748,0.7854147559497505,0.8431176595389843,8
0.84,xgbtree,7,0.0298447700147517,0.9943441789597273,0.8542250208556652,0
0.84,xgbtree,4,0.22738944386597723,0.8055108702508732,0.78895178521052,4
0.84,xgbtree,4,0.01893404860282317,0.8091108063003047,0.6020684586837888,4
0.84,xgbtree,3,0.1607122090109624,0.7419384753331542,0.712805088236928,9
0.84,xgbtree,4,0.24330292450031266,0.7681593650951981,0.902575852163136,1
0.84,xgbtree,7,0.10370014695450662,0.7766644085524603,0.7251555860973895,6
0.84,xgbtree,6,0.10869666400598361,0.7086068820441142,0.8605204595252871,4
0.84,xgbtree,7,0.24201820992399006,0.7183897756971418,0.7041404081508518,10
0.84,xgbtree,10,0.04476568395970389,0.9160695196362212,0.7200269591063261,4
0.84,xgbtree,6,0.25978378274012354,0.8468786780256778,0.6819760954007507,2
0.84,xgbtree,7,0.0706215042178519,0.9857195488642901,0.6848864917643368,4
0.84,xgbtree,10,0.056440823103766885,0.9778012530878186,0.6346581290476024,2
0.84,xgbtree,5,0.28111710005905477,0.8236443714937195,0.7037013960070908,3
0.84,xgbtree,6,0.2538198547833599,0.7111954111373051,0.9027879348024725,3
0.84,xgbtree,9,0.13739136159187182,0.8002196371322498,0.7366058115847409,5
0.84,xgbtree,5,0.14055660389363767,0.7981836060062051,0.6434986659325659,8
0.84,xgbtree,9,0.1268120965664275,0.8940718814032153,0.834416555147618,6
0.84,xgbtree,3,0.11166505287634207,0.7890181591035798,0.6973355511203408,8
0.84,xgbtree,6,0.21756790991174058,0.9332256046356633,0.7234453118406237,2
0.84,xgbtree,10,0.222798172456678,0.8313279818743466,0.9144772784784436,2
0.84,xgbtree,4,0.24902863775612785,0.7444793586153536,0.6658638038672506,2
0.84,xgbtree,3,0.25611264823004604,0.9813868109602482,0.7255269821733237,7
0.84,xgbtree,7,0.1112618252984248,0.8120388631010428,0.9098140059970319,5
0.84,xgbtree,4,0.2228862159792334,0.9652534725144506,0.8285058500245214,7
0.84,xgbtree,4,0.1614298809529282,0.9284971014130861,0.6156409612856805,0
0.84,xgbtree,10,0.2554617713252082,0.7976611858000978,0.6123345408588647,6
0.84,xgbtree,8,0.2200966330175288,0.947084777825512,0.7426853629760444,6
0.84,xgbtree,9,0.021973501788452268,0.9854838327039033,0.7516276814974845,1
0.84,xgbtree,3,0.1934115788922645,0.9199286697432398,0.6366104184649884,7
0.84,xgbtree,7,0.10786969046806916,0.7685369692044333,0.7263765129260719,0
0.84,xgbtree,4,0.04133087991271168,0.7086354340193792,0.6612960909493267,9
0.84,xgbtree,3,0.03200335732661187,0.9685473943594843,0.6315662843175233,9
0.84,xgbtree,10,0.21191624397644773,0.8573387540876864,0.9297462259419262,9
0.84,xgbtree,5,0.04372278990224004,0.7676396061433479,0.6300311019644141,10
0.84,xgbtree,9,0.20428540641907603,0.7446035118540748,0.6996097836643458,2
0.84,xgbtree,5,0.2942481071408838,0.8731614921009168,0.6621228722855449,5
0.84,xgbtree,3,0.1908597301528789,0.9381160866003484,0.6975054999813437,2
0.84,xgbtree,5,0.23060611561173572,0.9603470410453155,0.8269420237280428,4
0.84,xgbtree,4,0.21972484161145986,0.8749557411530986,0.8343667732551694,2
0.84,xgbtree,10,0.2987472395482473,0.8842527536209672,0.7537667034193873,1
0.84,xgbtree,9,0.24197972970316187,0.7980878928443417,0.6286340174265206,3
0.84,xgbtree,4,0.13066587872104718,0.7154462139122187,0.616661801096052,6
0.84,xgbtree,3,0.2317423001048155,0.7476125880610197,0.810545926913619,6
